iv_c6a8b13a	IV2504-007	ENC054-PL		2025-04-02	2160000	paid						28602024	บ้านวังสวย ม.5 ต.จำปาโมง อ.บ้านผือ จ.อุดรธานี  (6801-01)	00771	องค์การบริหารส่วนตำบลจำปาโมง	2025-04-02	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-05-08	08.05.2025 เงินเข้าแล้ว / คุณสุชาดา 082-1946929	AR2504-036	1	6801-01
iv_ce8d9fb0	IV2503-085	TTI034-PDH		2025-03-28	1100000	paid						28902024	บ้านโคกโก่ง ม.5 ต.กุดหว้า อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6801-01)	00822	องค์การบริหารส่วนตำบลนาไคร้	2025-03-28	LIT	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-06-06	06.06.2025 เงินเข้าแล้ว / คุณหยก 081-2607536 / คุณศิรินทิพย์ 0985848562	AR2503-092	3	6801-01
iv_c7332d99	IV2503-083	INS007-PM		2025-03-31	1302196.24	paid						8102024	บ้านค่าไพบูลย์ ม.2 ต.ปง อ.ปง จ.พะเยา (6701-01)	00768	เทศบาลตำบลแม่ยม	2025-03-31	KTB	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-05-22	22.05.2025 เงินเข้าแล้ว / คุณผ่องพรรณ 081-7646109	AR2503-090	1	6701-01
iv_a9edb95f	IV2503-082	AW134-PL		2025-03-28	3240000	paid						26802024	ม.8 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-03-28	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว / พัสดุ 094-8198789	AR2503-077	2	6707-03
iv_47aaa73d	IV2503-081	AW135-PL		2025-03-28	3240000	paid						26702024	ม.9 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-03-28	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-07-01	01.07.2025 เงินเข้าแล้ว / พัสดุ 094-8198789	AR2503-078	2	6707-03
iv_515d8661	IV2503-080	AW137-PL		2025-03-28	3240000	paid						26502024	ม.12 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-03-28	FUNDING	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-06-26	26.06.2025 เงินเข้าแล้ว / พัสดุ 094-8198789	AR2503-079	2	6707-03
iv_4c8a3fec	IV2503-079	ENC057-PL		2025-03-28	3238800	paid						27102024	บ้านแสงสว่าง ม.5 ต.พิมาน อ.นาแก จ.นครพนม (6801-01)	00607	องค์การบริหารส่วนตำบลพิมาน	2025-03-28	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-05-02	02.05.2025 เงินเข้าแล้ว  / คุณนก เบอร์ 091-0414600	AR2503-080	2	6801-01
iv_fe85c11b	IV2503-078	AW142-PL		2025-03-28	5400000	paid						29302024	บ้านหัวงัว ม.8 ต.ยางตลาด อ.ยางตลาด จ.กาฬสินธุ์ (6801-01)	00821	องค์การบริหารส่วนตำบลยางตลาด	2025-03-28	WTP	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-05-29	29.05.2025 เงินเข้าแล้ว / คุณอาม 082-1080760	AR2503-081	3	6801-01
iv_cfa21e16	IV2503-077	ENC034-PL		2025-03-31	5400000	paid						9302024	บ้านโคกใหญ่ ม.1 ต.โคกใหญ่ อ.ท่าลี่ จ.เลย (6701-01)	00776	องค์การบริหารส่วนตำบลโคกใหญ่	2025-03-31	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-05-14	14.05.2025 เงินเข้าแล้ว / คุณอัญชลี 080-3322868	AR2503-076	3	6701-01
iv_a27f282d	IV2503-076	STR044-PDH		2025-03-28	1300000	paid						26902024	ม.8 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-03-28	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-07-08	08.07.2025 เงินเข้าแล้ว / พัสดุ 094-8198789	AR2503-082	3	6707-03
iv_91086022	IV2503-075	STR045-PDH		2025-03-28	1300000	paid						27002024	ม.9 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-03-28	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-06-27	27.06.2025 เงินเข้าแล้ว / พัสดุ 094-8198789	AR2503-083	3	6707-03
iv_a689baa6	IV2503-074	ENC056-PDH		2025-03-26	1273305.31	paid						28102024	บ้านห้างฉัตรใต้ ม.1 ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง (6801-01)	00829	เทศบาลตำบลห้างฉัตร	2025-03-26	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-29	29.04.2025 เงินเข้าแล้ว / คุณเน 082-2384413	AR2503-085	3	6801-01
iv_ce13558a	IV2503-073	TTI031-PDH		2025-03-26	1300000	paid						26102024	บ้านสร้างแก้ว ม.3 ต.หนองแวง อ.สมเด็จ จ.กาฬสินธุ์ (6707-03)	00199	องค์การบริหารส่วนตำบลหนองแวง	2025-03-26	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-05-16	16.05.2025 เงินเข้าแล้ว / คุณสุภา 086-2208938	AR2503-086	3	6707-03
iv_bd26027f	IV2503-072	TTI032-PDH		2025-03-26	1300000	paid						25902024	บ้านโนนชาด ม.8 ต.หนองแวง อ.สมเด็จ จ.กาฬสินธุ์ (6707-03)	00199	องค์การบริหารส่วนตำบลหนองแวง	2025-03-26	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-05-16	16.05.2025 เงินเข้าแล้ว / คุณสุภา 086-2208938	AR2503-087	3	6707-03
iv_bc299512	IV2503-071	TTI033-PDH		2025-03-26	1300000	paid						26002024	บ้านพรสวรรค์ ม.10 ต.หนองแวง อ.สมเด็จ จ.กาฬสินธุ์ (6707-03)	00199	องค์การบริหารส่วนตำบลหนองแวง	2025-03-26	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-05-16	16.05.2025 เงินเข้าแล้ว / คุณสุภา 086-2208938	AR2503-088	3	6707-03
iv_f868350b	IV2503-068	TTI039-PL		2025-03-24	2160000	paid						29502024	บ้านทุ่งวิจิตร ม.10 ต.สะพานหิน อ.นาดี จ.ปราจีนบุรี (6801-01)	00124	องค์การบริหารส่วนตำบลสะพานหิน	2025-03-24	KTB	STR	5.โครงการที่รับเงินแล้วสะสม	2025-04-30	30.04.2025 เงินเข้าแล้ว  / คุณวรรณ 095-6645136	AR2503-071	1	6801-01
iv_1c4f85cb	IV2503-067	PP027-PL		2025-03-25	2160000	paid						9202024	บ้านราษฎร์นิคม ม.1 ต.สามขา อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6701-01)	00206	องค์การบริหารส่วนตำบลสามขา	2025-03-25	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-06-17	17.06.2025 เงินเข้าแล้ว / คุณอ้อน 093-3814379	AR2503-070	1	6701-01
iv_c01871c9	IV2503-066			2025-03-07	135000	paid						1782025	SV-855-PL-บ้านเวียงกาหลง ม.15 ต.เวียงกาหลง อ.เวียงป่าเป้า จ.เชียงราย  (SV-6801-01)	00248	เทศบาลตำบลเวียงกาหลง	2025-03-07	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-03-26	26.03.2025 เงินเข้าแล้ว	AR2503-073		SV-6801-01
iv_81c1737b	IV2503-065	ENC083-PL		2025-03-19	2160000	paid						32402024	บ้านก้านเหลือง ม.4 ต.ระเวียง อ.โนนนารายณ์ จ.สุรินทร์ (6714-01)	00835	ที่ทำการปกครองอำเภอโนนนารายณ์	2025-03-19	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-05-07	07.05.2025 เงินเข้าแล้ว / คุณนุช 088-9814587	AR2503-072	1	6714-01
iv_fe68c56b	IV2503-062	AW120-PL		2025-03-20	3240000	paid						23502024	บ้านดอนข้าวหลาม ม.9 ต.น้ำก่ำ อ.ธาตุพนม จ.นครพนม (6801-01)	00679	เทศบาลตำบลน้ำก่ำ	2025-03-20	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-04-22	22.04.2025 เงินเข้าแล้ว / คุณกนกอร 065-4092839	AR2503-062	2	6801-01
iv_c5fa5b26	IV2503-061	AW119-PL		2025-03-21	3240000	paid						23602024	บ้านแก่งโพธิ์ ม.2 ต.น้ำก่ำ อ.ธาตุพนม จ.นครพนม (6801-01)	00679	เทศบาลตำบลน้ำก่ำ	2025-03-21	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-04-22	22.04.2025 เงินเข้าแล้ว / คุณกนกอร 065-4092839	AR2503-059	2	6801-01
iv_e80d80dc	IV2503-060	ENC049-PDH		2025-03-21	1300000	paid						23902024	บ้านทิดไทย ม.10 ต.ไร่ อ.พรรณานิคม จ.สกลนคร (6707-03)	00618	เทศบาลตำบลไร่	2025-03-21	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-11	02.05.2025 เงินเข้าแล้ว / กองคลัง 094-3562654	AR2503-060	3	6707-03
iv_f54a4998	IV2503-059	ENC048-PDH		2025-03-21	1300000	paid						23802024	บ้านกุดก้อม ม.7 ต.ไร่ อ.พรรณานิคม จ.สกลนคร (6707-03)	00618	เทศบาลตำบลไร่	2025-03-21	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-11	02.05.2025 เงินเข้าแล้ว / กองคลัง 094-3562654	AR2503-061	3	6707-03
iv_1ab7a05c	IV2503-053	AW121-PL		2025-03-17	2160000	paid						24002024	บ้านข่า ม.2 ต.บ้านข่า อ.ศรีสงคราม จ.นครพนม (6801-01)	00056	เทศบาลตำบลบ้านข่า	2025-03-17	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-04-08	08.04.2025 เงินเข้าแล้ว	AR2503-050	1	6801-01
iv_16601495	IV2503-052	ENC055-PL		2025-03-13	2160000	paid						28002024	บ้านห้างฉัตรใต้ ม.1 ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง (6801-01)	00829	เทศบาลตำบลห้างฉัตร	2025-03-13	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-25	25.04.2025 จังหวัดโอนเงินแล้ว รอเงินเข้า / คุณเน 082-2384413	AR2503-049	1	6801-01
iv_2c7fc08c	IV2503-051	INS014-PDH		2025-03-13	1286580.16	paid						22702024	โรงเรียนบ้านศรีประชา ม.1 ต.ชำฆ้อ อ.เขาชะเมา จ.ระยอง (6707-03)	00391	เทศบาลตำบลชำฆ้อ	2025-03-13	KTB	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-04-18	18.04.2025 เงินเข้าแล้ว / รุ่งฟ้า 080-5663725	AR2503-051	3	6707-03
